SP_ENTITY_NAME,SP_ENTITY_ID,MI_INDUSTRY_CLASSIFICATION,SP_COMPANY_TYPE,SP_COMPANY_STATUS,SP_COUNTRY_NAME,SP_DEBT_TO_EQUITY,SP_TOTAL_DEBT,SP_TOTAL_ASSETS,SP_MARKETCAP,SP_COMPANY_NAME_ABBR
Riyad REIT Fund (SASE:4330),8828433,Diversified REIT,Public Company,Operating,Saudi Arabia,0.85,"1,360,847","3,072,591","1,936.7",Riyad REIT Fund
RLJ Lodging Trust (NYSE:RLJ),4279712,Hotel REIT,Public Company,Operating,USA,1.05,"2,532,469","5,148,976","1,877.0",RLJ Lodging Trust
Roi Property Fund REIT (BUL:RPF),4862866,Diversified REIT,Public Company,Operating,Bulgaria,1.19,"29,513","61,017",49.3,Roi Property Fund REIT
RPT Realty (NYSE:RPT),103013,Retail REIT,Public Company,Operating,USA,1.01,"902,437","1,902,079",746.1,RPT Realty
Rural Funds Group (ASX:RFF),4864441,Specialty REIT,Public Company,Operating,Australia,0.50,"457,823","1,403,829",934.7,Rural Funds Group
"Ryman Hospitality Properties, Inc. (NYSE:RHP)",4060183,Hotel REIT,Public Company,Operating,USA,NM,"3,050,589","3,580,525","4,624.9",Ryman Hospitality Properties
S Prime Growth Leasehold Real Estate Investment Trust (SET:SPRIME),11239429,Office REIT,Public Company,Operating,Thailand,0.28,"1,251,282","5,949,102","3,015.6",S Prime Growth Leasehold REIT
SA Corporate Real Estate Limited (JSE:SAC),4259694,Diversified REIT,Public Company,Operating,South Africa,0.61,"6,171,677","17,126,273","5,449.2",SA Corporate Real Estate Ltd.
Sabana Industrial Real Estate Investment Trust (SGX:M1GU),4276237,Industrial REIT,Public Company,Operating,Singapore,0.70,"388,302","971,648",422.0,Sabana Industrial REIT
"Sabra Health Care REIT, Inc. (NASDAQGS:SBRA)",4259507,Healthcare REIT,Public Company,Operating,USA,0.71,"2,394,475","5,966,707","2,972.6",Sabra Health Care REIT
Safari Investments RSA Limited (JSE:SAR),4439280,Retail REIT,Public Company,Operating,South Africa,0.58,"1,307,831","3,646,553","1,418.0",Safari Investments
Safehold Inc. (NYSE:SAFE),5429719,Specialty REIT,Public Company,Operating,USA,1.60,"2,703,108","4,515,726","1,607.5",Safehold Inc.
Safestore Holdings Plc (LSE:SAFE),4204718,Self-Storage REIT,Public Company,Operating,United Kingdom,0.41,"567,000","2,117,300","1,776.0",Safestore Holdings Plc
"Saint Croix Holding Immobilier, SOCIMI, S.A. (BDL:STCXH)",4864343,Diversified REIT,Public Company,Operating,Spain,0.32,"98,679","417,879",291.6,Saint Croix Hldg Immobilier SO
Samty Residential Investment Corporation (TSE:3459),4864487,Residential REIT,Public Company,Operating,Japan,1.02,"77,435","155,528",96.9,Samty Resdl Invt Corp
Samui Airport Property Fund (Leasehold) (SET:SPF),4864028,Specialty REIT,Public Company,Operating,Thailand,NA,0,"11,205,916","16,910.0",Samui Airport Ppty Fund (Lease
Samui Buri Property Fund (SET:SBPF),5731457,Hotel REIT,Public Company,Operating,Thailand,NA,0,"391,462",177.2,Samui Buri Property Fund
Sankei Real Estate Inc. (TSE:2972),14000652,Office REIT,Public Company,Operating,Japan,1.00,"50,600","106,523",41.9,Sankei Real Estate
"Saul Centers, Inc. (NYSE:BFS)",103068,Retail REIT,Public Company,Operating,USA,2.16,"1,143,956","1,746,761",926.1,Saul Centers Inc.
SBA Communications Corporation (NASDAQGS:SBAC),4829067,Specialty REIT,Public Company,Operating,USA,NM,"14,522,544","9,801,699","26,775.4",SBA Communications Corp
Scentre Group (ASX:SCG),4547454,Retail REIT,Public Company,Operating,Australia,0.79,"15,230,200","36,682,600","13,634.4",Scentre Group
Schroder European Real Estate Investment Trust Plc (LSE:SERE),4864508,Diversified REIT,Public Company,Operating,United Kingdom,0.35,"70,429","280,100",108.1,Schroder European REIT Plc
Schroder Real Estate Investment Trust Limited (LSE:SREI),4143610,Diversified REIT,Public Company,Operating,United Kingdom,0.44,"163,778","544,956",205.9,Schroder RE Inv Tr Ltd
SDI Logística Rio - Fundo de Investimento Imobiliário - FII (BOVESPA:SDIL11),4864384,Industrial REIT,Public Company,Operating,Brazil,NA,0,"631,654",620.4,SDI Logística Rio - Fundo de I
SEDCO Capital REIT Fund (SASE:4344),10596724,Diversified REIT,Public Company,Operating,Saudi Arabia,0.60,"619,653","1,729,542","1,292.5",SEDCO Capital REIT Fund
SEGRO Plc (LSE:SGRO),4143573,Industrial REIT,Public Company,Operating,United Kingdom,0.26,"3,482,000","17,783,000","8,952.6",SEGRO Plc
"Sekisui House Reit, Inc. (TSE:3309)",4864471,Diversified REIT,Public Company,Operating,Japan,0.88,"263,642","579,931",343.9,Sekisui House Reit Inc.
"Selectis Health, Inc. (OTCPK:GBCS)",4328521,Healthcare REIT,Public Company,Operating,USA,12.34,"38,268","46,924",1.3,"Selectis Health, Inc."
Sella Capital Real Estate Ltd. (TASE:SLARL),4864134,Diversified REIT,Public Company,Operating,Israel,1.13,"2,322,988","4,435,744","1,981.1",Sella Capital Real Estate Ltd.
Sentral REIT (KLSE:SENTRAL.REIT),4864034,Office REIT,Public Company,Operating,Malaysia,0.61,"805,649","2,180,376",948.5,Sentral REIT
"Serrano 61 Desarrollo SOCIMI, S.A. (BME:YSRR)",9885432,Diversified REIT,Public Company,Operating,Spain,0.74,"37,256","88,633",106.7,Serrano 61 Desarrollo SOCIMI S
Servet Gayrimenkul Yatirim Ortakligi AS (IBSE:SRVGY),4319170,Diversified REIT,Public Company,Operating,Türkiye,0.29,"874,258","5,242,517","6,063.2",Servet Gayrimenkul Yatirim O
Service Properties Trust (NASDAQGS:SVC),103544,Hotel REIT,Public Company,Operating,USA,4.71,"7,320,368","9,153,315","1,238.5",Service Properties Trust
SF Real Estate Investment Trust (SEHK:2191),28825695,Industrial REIT,Public Company,Operating,Hong Kong,0.52,"2,141,491","7,009,560","2,136.0",SF REIT
Shaftesbury PLC (LSE:SHB),4143565,Retail REIT,Public Company,Operating,United Kingdom,0.40,"952,300","3,356,600","1,316.6",Shaftesbury PLC
Shin Kong No. 1 REIT (TWSE:01003T),4862607,Diversified REIT,Public Company,Operating,Taiwan,0.23,"4,500,525","25,443,231","24,408.0",Shin Kong No. 1 REIT
"Shinhan Alpha REIT Co., Ltd. (KOSE:A293940)",10069359,Office REIT,Public Company,Operating,South Korea,4.33,"1,461,684","1,893,658",502.8,Shinhan Alpha REIT
Shopping Centres Australasia Property Group (ASX:SCP),4342198,Retail REIT,Public Company,Operating,Australia,0.44,"1,383,600","4,695,000","2,797.5",Shopping Centres Australasia
SICO Capital - SICO Saudi REIT Fund (SASE:4337),9331280,Hotel REIT,Public Company,Operating,Saudi Arabia,0.30,"150,212","654,167",377.8,SICO Cap - SICO Saudi REIT Fun
"Sila Realty Trust, Inc. (PSGM:CVMC.A)",4415522,Healthcare REIT,Public Company,Operating,USA,0.33,"523,168","2,177,555","1,468.5",Sila Realty Trust
"Silicius Real Estate SOCIMI, S.A. (BME:YSIL)",29146435,Diversified REIT,Public Company,Operating,Spain,0.64,"219,880","716,822",439.6,Silicius Re SOCIMI S.A.
"Simon Property Group, Inc. (NYSE:SPG)",103117,Retail REIT,Public Company,Operating,USA,6.70,"25,827,953","33,777,379","33,076.4",Simon Property Group
Sinpas Gayrimenkul Yatirim Ortakligi A.S. (IBSE:SNGYO),4261041,Residential REIT,Public Company,Operating,Türkiye,0.94,"4,588,317","11,323,329","7,330.9",Sinpas GYO A.S.
SITE Centers Corp. (NYSE:SITC),103044,Retail REIT,Public Company,Operating,USA,0.84,"1,715,868","3,967,051","2,474.3",SITE Centers Corp.
"SK Reits Co., Ltd. (KOSE:A395400)",29166812,Diversified REIT,Public Company,Operating,South Korea,1.35,"1,046,037","1,883,198",867.8,SK Reits Co.
SL Green Realty Corp. (NYSE:SLG),113065,Office REIT,Public Company,Operating,USA,1.05,"5,005,851","11,066,629","2,399.0",SL Green Realty Corp.
Slate Grocery REIT (TSX:SGR.UN),4534845,Retail REIT,Public Company,Operating,Canada,1.52,"950,046","1,737,162",834.9,Slate Grocery REIT
Slate Office REIT (TSX:SOT.UN),4342791,Office REIT,Public Company,Operating,Canada,1.72,"1,071,968","1,808,907",366.4,Slate Office REIT
SLS Realty REIT (BUL:SLSP),4862817,Diversified REIT,Public Company,Operating,Bulgaria,NA,0,155,13.5,SLS Realty REIT
SmartCentres Real Estate Investment Trust (TSX:SRU.UN),4105055,Retail REIT,Public Company,Operating,Canada,0.88,"5,120,587","11,293,248","3,800.8",SmartCentres REIT
"SmartStop Self Storage REIT, Inc. (OTCPK:STSF.F)",4408976,Self-Storage REIT,Public Company,Operating,USA,2.15,"873,867","1,618,293","1,322.3",SmartStop Self Storage REIT
Société Centrale des Bois et des Scieries de la Manche S.A. (ENXTPA:CBSM),4862444,Diversified REIT,Public Company,Operating,France,0.98,"195,602","410,853",102.9,Société Centrale des Bois et d
Société Parisienne d'Apports en Capital Société Anonyme (ENXTPA:MHM),4862278,Office REIT,Public Company,Operating,France,(1.14),830,522,2.5,Société Parisienne d'Apports e
Sopharma Properties REIT (BUL:SFI),4864004,Diversified REIT,Public Company,Operating,Bulgaria,0.11,"7,725","88,699",193.2,Sopharma Properties REIT
"SOSiLA Logistics REIT, Inc. (TSE:2979)",19431530,Industrial REIT,Public Company,Operating,Japan,0.68,"49,990","128,191",69.3,SOSiLA Logistics REIT
Sotherly Hotels Inc. (NASDAQGM:SOHO),4095174,Hotel REIT,Public Company,Operating,USA,22.90,"377,909","436,051",39.9,Sotherly Hotels Inc.
Spear Reit Limited (JSE:SEA),4980225,Diversified REIT,Public Company,Operating,South Africa,0.67,"1,785,357","4,530,473","1,758.2",Spear Reit
SPH REIT (SGX:SK6U),4401085,Retail REIT,Public Company,Operating,Singapore,0.44,"1,285,119","4,274,585","2,218.3",SPH REIT
"Spirit Realty Capital, Inc. (NYSE:SRC)",4335136,Retail REIT,Public Company,Operating,USA,0.75,"3,017,738","7,330,870","4,819.7",Spirit Realty Capital Inc.
Spring Real Estate Investment Trust (SEHK:1426),4420455,Office REIT,Public Company,Operating,Hong Kong,0.45,"2,971,839","9,884,003","3,170.2",Spring REIT
Sri panwa Hospitality Real Estate Investment Trust (SET:SRIPANWA),4864421,Diversified REIT,Public Company,Operating,Thailand,0.30,"979,651","4,246,325","2,023.2",Sri panwa Hospitality REIT
"STAG Industrial, Inc. (NYSE:STAG)",4263385,Industrial REIT,Public Company,Operating,USA,0.66,"2,251,370","5,833,249","5,082.4",STAG Industrial Inc.
Star Asia Investment Corporation (TSE:3468),4715271,Diversified REIT,Public Company,Operating,Japan,0.94,"89,640","193,317",102.0,Star Asia Investment Corp.
Starhill Global Real Estate Investment Trust (SGX:P40U),4188457,Retail REIT,Public Company,Operating,Singapore,0.59,"1,081,871","2,997,425","1,086.6",Starhill Global REIT
Starts Proceed Investment Corporation (TSE:8979),4431730,Residential REIT,Public Company,Operating,Japan,1.05,"45,645","90,240",56.4,Starts Proceed Investment Corp
Stockland (ASX:SGP),4143481,Diversified REIT,Public Company,Operating,Australia,0.44,"4,512,000","20,414,000","7,935.3",Stockland
Stor-Age Property REIT Limited (JSE:SSS),4864506,Specialty REIT,Public Company,Operating,South Africa,0.46,"3,037,103","10,505,636","6,241.1",Stor-Age Property REIT
STORE Capital Corporation (NYSE:STOR),4553160,Diversified REIT,Public Company,Operating,USA,0.85,"4,376,158","9,773,082","8,944.1",STORE Capital Corp.
Strategic Hospitality Extendable Freehold and Leasehold REIT (SET:SHREIT),9713353,Hotel REIT,Public Company,Operating,Thailand,0.83,"2,034,158","4,583,619",818.6,Strategic Hospitality
"Strategic Realty Trust, Inc. (OTCPK:SGIC)",4220541,Retail REIT,Public Company,Operating,USA,1.38,"39,843","69,852",7.6,Strategic Realty Trust Inc.
Stride Property Group (NZSE:SPG),6630489,Diversified REIT,Public Company,Operating,New Zealand,0.30,"371,598","1,642,317",810.5,Stride Property Group
"Summit Hotel Properties, Inc. (NYSE:INN)",4264301,Hotel REIT,Public Company,Operating,USA,0.98,"1,087,029","2,264,902",868.0,Summit Hotel Properties Inc.
Summit Industrial Income REIT (TSX:SMU.UN),4339972,Industrial REIT,Public Company,Operating,Canada,0.42,"1,323,885","4,542,994","3,284.7",Summit Industrial Income REIT
"Sun Communities, Inc. (NYSE:SUI)",103122,Residential REIT,Public Company,Operating,USA,0.86,"5,805,162","13,494,084","14,669.4",Sun Communities Inc.
Sun Residential Real Estate Investment Trust (TSXV:SRES),14920126,Residential REIT,Public Company,Operating,Canada,0.86,"31,440","69,690",15.3,Sun Residential REIT
Sunlight Real Estate Investment Trust (SEHK:435),4218592,Diversified REIT,Public Company,Operating,Hong Kong,0.31,"4,288,794","18,960,382","4,523.8",Sunlight REIT
"Sunstone Hotel Investors, Inc. (NYSE:SHO)",4093959,Hotel REIT,Public Company,Operating,USA,0.29,"655,708","3,041,049","2,282.4",Sunstone Hotel Investors Inc.
Suntec Real Estate Investment Trust (SGX:T82U),4143527,Diversified REIT,Public Company,Operating,Singapore,0.76,"4,918,990","11,688,678","3,993.5",Suntec REIT
Sunway Real Estate Investment Trust (KLSE:SUNREIT),4864261,Retail REIT,Public Company,Operating,Malaysia,0.62,"3,406,257","9,150,473","4,829.0",Sunway REIT
Supermarket Income REIT plc (LSE:SUPR),6613568,Retail REIT,Public Company,Operating,United Kingdom,0.24,"348,546","1,808,038","1,209.5",Supermarket Income REIT plc
Takara Leben Real Estate Investment Corporation (TSE:3492),10810764,Diversified REIT,Public Company,Operating,Japan,0.97,"57,300","121,319",60.4,Takara Leben RE Invt Corp
Talaad Thai Leasehold Property Fund (SET:TTLPF),4864290,Retail REIT,Public Company,Operating,Thailand,NA,0,"2,264,019","4,104.0",Talaad Thai Leasehold Ppty Fun
"Tander Inversiones SOCIMI, S.A. (BME:YTAN)",9747580,Retail REIT,Public Company,Operating,Spain,1.66,"110,958","180,223",102.2,Tander Inversiones SOCIMI S.A.
"Tanger Factory Outlet Centers, Inc. (NYSE:SKT)",103061,Retail REIT,Public Company,Operating,USA,2.97,"1,485,950","2,157,384","1,787.9",Tanger Factory Outlet Centers
Target Healthcare REIT plc (LSE:THRL),4439721,Healthcare REIT,Public Company,Operating,United Kingdom,0.33,"231,383","963,658",483.2,Target Healthcare REIT plc
"Tarjar Xairo SOCIMI, S.A. (BME:YTAR)",6964192,Diversified REIT,Public Company,Operating,Spain,0.12,"1,292","13,502",10.7,Tarjar Xairo SOCIMI S.A.
Terreno Realty Corporation (NYSE:TRNO),4245663,Industrial REIT,Public Company,Operating,USA,0.35,"720,670","2,924,215","4,005.0",Terreno Realty Corp.
Texton Property Fund Limited (JSE:TEX),4685981,Office REIT,Public Company,Operating,South Africa,0.66,"1,407,041","3,642,134","1,021.3",Texton Property Fund Ltd.
Thailand Hospitality Property Fund (SET:TLHPF),5736397,Hotel REIT,Public Company,Operating,Thailand,NA,0,"1,919,447","1,307.2",Thailand Hospitality Ppty Fund
Thailand Prime Property Freehold and Leasehold Real Estate Investment Trust (SET:TPRIME),4980333,Office REIT,Public Company,Operating,Thailand,0.35,"2,343,127","9,528,022","4,489.5",Thailand Prime Ppty Freehold &
The GPT Group (ASX:GPT),4143487,Diversified REIT,Public Company,Operating,Australia,0.44,"5,193,400","17,179,700","7,566.5",The GPT Group
The Macerich Company (NYSE:MAC),103120,Retail REIT,Public Company,Operating,USA,1.45,"4,609,076","8,345,655","2,025.3",Macerich Co.
"The Necessity Retail REIT, Inc. (NASDAQGS:RTL)",4380201,Retail REIT,Public Company,Operating,USA,1.15,"1,975,140","3,814,210",835.7,"The Necessity Retail REIT, Inc"
The PRS REIT plc (LSE:PRSR),5646854,Residential REIT,Public Company,Operating,United Kingdom,0.54,"346,660","1,017,883",491.0,The PRS REIT plc
Ticon Freehold and Leasehold Real Estate Investment Trust (SET:FTREIT),4863312,Industrial REIT,Public Company,Operating,Thailand,0.36,"11,755,990","46,066,028","30,940.2",Ticon Freehold & Leasehold REI
"Tokaido REIT, Inc. (TSE:2989)",28943786,Diversified REIT,Public Company,Operating,Japan,NA,NA,NA,NA,Tokaido REIT
"Tokyu REIT, Inc. (TSE:8957)",4143343,Diversified REIT,Public Company,Operating,Japan,0.79,"94,400","226,847",191.8,Tokyu REIT Inc.
Torunlar Gayrimenkul Yatırım Ortaklığı A.Ş. (IBSE:TRGYO),4381765,Diversified REIT,Public Company,Operating,Türkiye,0.35,"5,038,013","19,906,999","11,302.6",Torunlar Gayrimenkul Yatırım
Tosei Reit Investment Corporation (TSE:3451),4863301,Diversified REIT,Public Company,Operating,Japan,1.00,"40,900","85,596",49.2,Tosei Reit Investment
Tower Real Estate Investment Trust (KLSE:TWRREIT),4863987,Office REIT,Public Company,Operating,Malaysia,0.52,"269,175","827,077",129.0,Tower REIT
Town Centre Securities Plc (LSE:TOWN),4143602,Diversified REIT,Public Company,Operating,United Kingdom,0.84,"151,281","375,068",75.4,Town Centre Securities Plc
"Trajano Iberia Socimi, S.A. (BME:YTRA)",4863342,Diversified REIT,Public Company,Operating,Spain,1.27,"130,190","239,042",70.8,Trajano Iberia Socimi S.A.
Transcend Residential Property Fund Limited (JSE:TPF),4979225,Residential REIT,Public Company,Operating,South Africa,0.73,"1,036,550","2,522,526",950.8,Transcend Resdl Ppty Fund Ltd
Trastor Real Estate Investment Company SA (ATSE:TRASTOR),4729915,Diversified REIT,Public Company,Operating,Greece,0.93,"167,808","355,090",159.1,Trastor Re Invt Co SA
Trend Gayrimenkul Yatirim Ortakligi A.S. (IBSE:TDGYO),10088392,Residential REIT,Public Company,Operating,Türkiye,0.12,"9,305","104,298",299.1,Trend Gayrimenkul Yatirim Orta
Trinity Freehold and Leasehold Property Fund (SET:TNPF),5731915,Diversified REIT,Public Company,Operating,Thailand,NA,0,"851,042",272.4,Trinity Freehold & Leasehold P
Triple Point Social Housing REIT Plc (LSE:SOHO),6951096,Residential REIT,Public Company,Operating,United Kingdom,0.60,"260,164","699,989",257.0,Triple Point Social Housing RE
Tritax Big Box REIT Plc (LSE:BBOX),4422681,Industrial REIT,Public Company,Operating,United Kingdom,0.33,"1,345,200","5,593,900","2,438.8",Tritax Big Box REIT Plc
True North Commercial Real Estate Investment Trust (TSX:TNT.UN),4336700,Office REIT,Public Company,Operating,Canada,1.56,"842,802","1,421,177",571.3,True North Commercial REIT
"UDR, Inc. (NYSE:UDR)",103025,Residential REIT,Public Company,Operating,USA,1.61,"5,605,275","10,775,220","12,737.0",UDR Inc.
UK Commercial Property REIT Limited (LSE:UKCM),4160249,Diversified REIT,Public Company,Operating,United Kingdom,0.19,"248,326","1,601,252",775.7,UK Commercial Property REIT
"UMH Properties, Inc. (NYSE:UMH)",103232,Residential REIT,Public Company,Operating,USA,0.68,"502,824","1,270,820",899.8,UMH Properties Inc.
Unibail-Rodamco-Westfield (ENXTAM:URW),4143719,Retail REIT,Public Company,Operating,France,1.20,"26,885,200","54,919,400","6,078.0",Unibail-Rodamco-Westfield
Union Homes Real Estate Investment Trust PLC (NGSE:UHOMREIT),4864272,Diversified REIT,Public Company,Operating,Nigeria,NA,0,"11,362,208","6,885.5",Union Homes REIT PLC
Unite Group Plc (LSE:UTG),4143615,Residential REIT,Public Company,Operating,United Kingdom,0.35,"1,258,800","5,051,100","3,371.1",Unite Group Plc
United Hampshire US Real Estate Investment Trust (SGX:ODBU),19904443,Retail REIT,Public Company,Operating,Singapore,0.70,"294,939","729,496",274.0,United Hampshire US REIT
United Urban Investment Corporation (TSE:8960),4143335,Diversified REIT,Public Company,Operating,Japan,0.86,"310,703","715,569",451.5,United Urban Investment Corp.
Uniti Group Inc. (NASDAQGS:UNIT),4584941,Specialty REIT,Public Company,Operating,USA,NM,"5,163,240","4,809,243","1,691.6",Uniti Group Inc.
Universal Health Realty Income Trust (NYSE:UHT),103026,Healthcare REIT,Public Company,Operating,USA,1.45,"340,261","598,419",611.9,Universal Health Realty Trust
Uoa Real Estate Investment (KLSE:UOAREIT),4862606,Office REIT,Public Company,Operating,Malaysia,0.69,"683,200","1,732,706",756.7,Uoa Real Estate Investment
Urban Edge Properties (NYSE:UE),4546387,Retail REIT,Public Company,Operating,USA,1.67,"1,754,772","2,985,116","1,577.2",Urban Edge Properties
Urban Logistics REIT plc (LSE:SHED),4679495,Industrial REIT,Public Company,Operating,United Kingdom,0.28,"248,180","1,179,065",592.3,Urban Logistics REIT plc
"Urban View Development Spain Socimi, S.A. (BME:YUVS)",13378754,Residential REIT,Public Company,Operating,Spain,0.34,"18,141","75,912",38.1,Urban View Dev Spain Socimi S.
Urbana Property Fund (leasehold) (SET:URBNPF),4864131,Self-Storage REIT,Public Company,Operating,Thailand,0.75,"248,205","581,058",167.0,Urbana Ppty Fund (leasehold)
Urbanização I Fundo De Investimento Imobiliário FII,5735417,Diversified REIT,Public Company,Operating,Brazil,NA,NA,NA,NA,Urbanização I Fundo De Investi
"Uro Property Holdings SOCIMI, S.A. (BME:YURO)",4864190,Office REIT,Public Company,Operating,Spain,7.16,"1,270,987","1,509,309",160.2,Uro Ppty Hldgs SOCIMI S.A.
Urstadt Biddle Properties Inc. (NYSE:UBA),4078030,Retail REIT,Public Company,Operating,USA,0.51,"296,449","973,852",713.2,Urstadt Biddle Properties Inc.
US Masters Residential Property Fund (ASX:URF),4686007,Residential REIT,Public Company,Operating,Australia,1.09,"482,954","975,358",98.1,US Masters Residential Ppty
US Student Housing REIT (ASX:USQ),101373288,Residential REIT,Public Company,Operating,Australia,NA,0,"56,695",64.4,US Student Housing REIT
Vakif Gayrimenkul Yatirim Ortakligi AS (IBSE:VKGYO),4863553,Office REIT,Public Company,Operating,Türkiye,0.13,"322,304","4,619,815","4,144.9",Vakif Gayrimenkul Yatirim Orta
Vastned Retail N.V. (ENXTAM:VASTN),4143799,Retail REIT,Public Company,Operating,Netherlands,0.78,"619,928","1,454,442",330.0,Vastned Retail N.V.
"VBARE Iberian Properties SOCIMI, S.A. (BME:YVBA)",4978361,Residential REIT,Public Company,Operating,Spain,0.49,"22,757","70,269",25.8,VBARE Iberian Ppts SOCIMI S.A.
"Ventas, Inc. (NYSE:VTR)",4046115,Healthcare REIT,Public Company,Operating,USA,1.12,"12,224,778","24,717,786","14,841.3",Ventas Inc.
"Veris Residential, Inc. (NYSE:VRE)",103187,Office REIT,Public Company,Operating,USA,1.66,"2,412,756","4,527,318","1,393.7","Veris Residential, Inc."
VICI Properties Inc. (NYSE:VICI),6614190,Specialty REIT,Public Company,Operating,USA,0.41,"4,991,844","17,597,373","28,941.0",VICI Properties Inc.
Vicinity Centres (ASX:VCX),4143464,Retail REIT,Public Company,Operating,Australia,0.38,"4,141,600","15,552,600","8,103.1",Vicinity Centres
Vital Healthcare Property Trust (NZSE:VHP),4861812,Healthcare REIT,Public Company,Operating,New Zealand,0.47,"1,017,710","3,399,834","1,538.7",Vital Hlthcr Ppty Tr
"Vitruvio Real Estate SOCIMI, S.A. (BME:YVIT)",4863352,Diversified REIT,Public Company,Operating,Spain,0.53,"51,975","161,271",94.0,Vitruvio RE SOCIMI S.A.
Vornado Realty Trust (NYSE:VNO),103050,Office REIT,Public Company,Operating,USA,1.39,"9,035,812","17,266,588","4,293.8",Vornado Realty Trust
Vukile Property Fund Limited (JSE:VKE),4261042,Retail REIT,Public Company,Operating,South Africa,0.79,"14,786,000","34,725,000","13,086.0",Vukile Property Fund Ltd.
Walls & Futures Reit Plc (OFEX:WAFR),4978127,Residential REIT,Public Company,Operating,United Kingdom,0.01,19,"3,741",1.5,Walls & Futures Reit Plc
Warehouse REIT plc (LSE:WHR),7688137,Industrial REIT,Public Company,Operating,United Kingdom,0.38,"283,112","1,052,958",476.7,Warehouse REIT plc
Warehouses De Pauw (ENXTBR:WDP),4143707,Industrial REIT,Public Company,Operating,Belgium,0.63,"2,244,145","6,106,225","4,610.5",Warehouses De Pauw
Warehouses Estates Belgium S.C.A. (ENXTBR:WEB),4204286,Diversified REIT,Public Company,Operating,Belgium,0.86,"139,494","305,176",120.3,Warehouses Estates Belgium
Waypoint REIT (ASX:WPR),4778956,Retail REIT,Public Company,Operating,Australia,0.44,"929,500","3,128,200","1,767.2",Waypoint REIT
Welltower Inc. (NYSE:WELL),102952,Healthcare REIT,Public Company,Operating,USA,0.79,"14,676,898","34,910,325","26,819.8",Welltower Inc.
Wereldhave N.V. (ENXTAM:WHA),4143802,Retail REIT,Public Company,Operating,Netherlands,0.76,"833,156","2,037,491",458.5,Wereldhave N.V.
Weyerhaeuser Company (NYSE:WY),4006248,Specialty REIT,Public Company,Operating,USA,0.48,"5,221,000","17,652,000","22,179.8",Weyerhaeuser Co.
WHA Business Complex Freehold and Leasehold Real Estate Investment Trust (SET:WHABT),4864504,Office REIT,Public Company,Operating,Thailand,0.22,"498,370","2,787,133","1,626.1",WHA Business Complex Freehold
WHA Industrial Leasehold Real Estate Investment Trust (SET:WHAIR),4980507,Industrial REIT,Public Company,Operating,Thailand,0.48,"3,730,215","11,771,423","6,007.0",WHA Industrial Leasehold REIT
WHA Premium Growth Freehold And Leasehold Real Estate Investment Trust (SET:WHART),4863311,Industrial REIT,Public Company,Operating,Thailand,0.38,"12,932,782","48,454,533","30,654.0",WHA Prmm Growth Freehold & Lea
"Wheeler Real Estate Investment Trust, Inc. (NASDAQCM:WHLR)",4305469,Retail REIT,Public Company,Operating,USA,91.92,"349,468","465,281",15.3,Wheeler REIT Inc.
Whitestone REIT (NYSE:WSR),4087483,Retail REIT,Public Company,Operating,USA,1.61,"643,073","1,102,090",426.1,Whitestone REIT
Workspace Group Plc (LSE:WKP),4143630,Office REIT,Public Company,Operating,United Kingdom,0.35,"626,500","2,511,900",733.4,Workspace Group Plc
Wotso Property (ASX:WOT),4864337,Diversified REIT,Public Company,Operating,Australia,0.56,"164,743","485,022",204.2,Wotso Property
"Xenia Hotels & Resorts, Inc. (NYSE:XHR)",4552942,Hotel REIT,Public Company,Operating,USA,1.05,"1,515,109","3,087,316","1,852.5",Xenia Hotels & Resorts Inc.
Xior Student Housing NV (ENXTBR:XIOR),4864510,Residential REIT,Public Company,Operating,Belgium,0.91,"915,596","2,076,446",757.7,Xior Student Housing NV
XP Corporate Macaé Fundo de Investimento Imobiliário - FII (BOVESPA:XPCM11),4864396,Diversified REIT,Public Company,Operating,Brazil,NA,0,"193,020",41.4,XP Corpte Macaé Fundo de Inves
XTED - TRX Edificios Corporativos Fundo Invest Imobiliario FII Fund (BOVESPA:XTED11),4864382,Office REIT,Public Company,Operating,Brazil,NA,NA,NA,13.4,XTED - TRX Edificios Corporati
XYMAX REIT Investment Corporation (TSE:3488),9781643,Diversified REIT,Public Company,Operating,Japan,0.75,"19,945","48,670",29.0,XYMAX REIT Investment Corp.
Yeni Gimat Gayrimenkul Yatirim Ortakligi A.S. (IBSE:YGGYO),4864246,Retail REIT,Public Company,Operating,Türkiye,0.00,168,"2,834,952","5,830.6",Yeni Gimat Gayrimenkul Yatirim
Yesil Gayrimenkul Yatirim Ortakligi A.S. (IBSE:YGYO),4863887,Diversified REIT,Public Company,Operating,Türkiye,(1.64),"804,057","2,054,424",263.3,Yesil Gayrimenkul Yatirim Orta
YTL Hospitality REIT (KLSE:YTLREIT),4863957,Hotel REIT,Public Company,Operating,Malaysia,0.74,"2,038,753","4,902,250","1,465.8",YTL Hospitality REIT
Yuexiu Real Estate Investment Trust (SEHK:405),4264461,Diversified REIT,Public Company,Operating,Hong Kong,1.11,"17,632,432","43,862,248","7,016.1",Yuexiu REIT
Zenith Properties REIT (BUL:ZENP),5786325,Diversified REIT,Public Company,Operating,Bulgaria,NA,0,"1,986",0.7,Zenith Properties REIT
